source,relation,target,source_label,target_label,resource
path:map04933,KEGG,113026,AGE-RAGE signaling pathway in diabetic complications,PLCD3,https://www.genome.jp/kegg/
path:map04933,KEGG,5970,AGE-RAGE signaling pathway in diabetic complications,RELA,https://www.genome.jp/kegg/
path:map04933,KEGG,5054,AGE-RAGE signaling pathway in diabetic complications,SERPINE1,https://www.genome.jp/kegg/
path:map04933,KEGG,7124,AGE-RAGE signaling pathway in diabetic complications,TNF,https://www.genome.jp/kegg/
path:map04933,KEGG,2308,AGE-RAGE signaling pathway in diabetic complications,FOXO1,https://www.genome.jp/kegg/
path:map04933,KEGG,4893,AGE-RAGE signaling pathway in diabetic complications,NRAS,https://www.genome.jp/kegg/
path:map04933,KEGG,595,AGE-RAGE signaling pathway in diabetic complications,CCND1,https://www.genome.jp/kegg/
path:map04933,KEGG,10000,AGE-RAGE signaling pathway in diabetic complications,AKT3,https://www.genome.jp/kegg/
path:map04933,KEGG,207,AGE-RAGE signaling pathway in diabetic complications,AKT1,https://www.genome.jp/kegg/
path:map04933,KEGG,51196,AGE-RAGE signaling pathway in diabetic complications,PLCE1,https://www.genome.jp/kegg/
path:map04933,KEGG,208,AGE-RAGE signaling pathway in diabetic complications,AKT2,https://www.genome.jp/kegg/
path:map04933,KEGG,4088,AGE-RAGE signaling pathway in diabetic complications,SMAD3,https://www.genome.jp/kegg/
path:map04933,KEGG,6777,AGE-RAGE signaling pathway in diabetic complications,STAT5B,https://www.genome.jp/kegg/
path:map04933,KEGG,1958,AGE-RAGE signaling pathway in diabetic complications,EGR1,https://www.genome.jp/kegg/
path:map04933,KEGG,4087,AGE-RAGE signaling pathway in diabetic complications,SMAD2,https://www.genome.jp/kegg/
path:map04933,KEGG,4089,AGE-RAGE signaling pathway in diabetic complications,SMAD4,https://www.genome.jp/kegg/
path:map04933,KEGG,5580,AGE-RAGE signaling pathway in diabetic complications,PRKCD,https://www.genome.jp/kegg/
path:map04933,KEGG,5581,AGE-RAGE signaling pathway in diabetic complications,PRKCE,https://www.genome.jp/kegg/
path:map04933,KEGG,5579,AGE-RAGE signaling pathway in diabetic complications,PRKCB,https://www.genome.jp/kegg/
path:map04933,KEGG,1536,AGE-RAGE signaling pathway in diabetic complications,CYBB,https://www.genome.jp/kegg/
path:map04933,KEGG,5578,AGE-RAGE signaling pathway in diabetic complications,PRKCA,https://www.genome.jp/kegg/
path:map04933,KEGG,6401,AGE-RAGE signaling pathway in diabetic complications,SELE,https://www.genome.jp/kegg/
path:map04933,KEGG,4790,AGE-RAGE signaling pathway in diabetic complications,NFKB1,https://www.genome.jp/kegg/
path:map04933,KEGG,1729,AGE-RAGE signaling pathway in diabetic complications,DIAPH1,https://www.genome.jp/kegg/
path:map04933,KEGG,5590,AGE-RAGE signaling pathway in diabetic complications,PRKCZ,https://www.genome.jp/kegg/
path:map04933,KEGG,5295,AGE-RAGE signaling pathway in diabetic complications,PIK3R1,https://www.genome.jp/kegg/
path:map04933,KEGG,50507,AGE-RAGE signaling pathway in diabetic complications,NOX4,https://www.genome.jp/kegg/
path:map04933,KEGG,27035,AGE-RAGE signaling pathway in diabetic complications,NOX1,https://www.genome.jp/kegg/
path:map04933,KEGG,177,AGE-RAGE signaling pathway in diabetic complications,AGER,https://www.genome.jp/kegg/
path:map04933,KEGG,3383,AGE-RAGE signaling pathway in diabetic complications,ICAM1,https://www.genome.jp/kegg/
path:map04933,KEGG,5292,AGE-RAGE signaling pathway in diabetic complications,PIM1,https://www.genome.jp/kegg/
path:map04933,KEGG,5335,AGE-RAGE signaling pathway in diabetic complications,PLCG1,https://www.genome.jp/kegg/
path:map04933,KEGG,5336,AGE-RAGE signaling pathway in diabetic complications,PLCG2,https://www.genome.jp/kegg/
path:map04933,KEGG,6776,AGE-RAGE signaling pathway in diabetic complications,STAT5A,https://www.genome.jp/kegg/
path:map04933,KEGG,1906,AGE-RAGE signaling pathway in diabetic complications,EDN1,https://www.genome.jp/kegg/
path:map04933,KEGG,3725,AGE-RAGE signaling pathway in diabetic complications,JUN,https://www.genome.jp/kegg/
path:map04933,KEGG,4313,AGE-RAGE signaling pathway in diabetic complications,MMP2,https://www.genome.jp/kegg/
path:map04933,KEGG,7424,AGE-RAGE signaling pathway in diabetic complications,VEGFC,https://www.genome.jp/kegg/
path:map04933,KEGG,2335,AGE-RAGE signaling pathway in diabetic complications,FN1,https://www.genome.jp/kegg/
path:map04933,KEGG,2277,AGE-RAGE signaling pathway in diabetic complications,VEGFD,https://www.genome.jp/kegg/
path:map04933,KEGG,4772,AGE-RAGE signaling pathway in diabetic complications,NFATC1,https://www.genome.jp/kegg/
path:map04933,KEGG,7046,AGE-RAGE signaling pathway in diabetic complications,TGFBR1,https://www.genome.jp/kegg/
path:map04933,KEGG,7048,AGE-RAGE signaling pathway in diabetic complications,TGFBR2,https://www.genome.jp/kegg/
path:map04933,KEGG,7422,AGE-RAGE signaling pathway in diabetic complications,VEGFA,https://www.genome.jp/kegg/
path:map04933,KEGG,7423,AGE-RAGE signaling pathway in diabetic complications,VEGFB,https://www.genome.jp/kegg/
path:map04933,KEGG,3552,AGE-RAGE signaling pathway in diabetic complications,IL1A,https://www.genome.jp/kegg/
path:map04933,KEGG,3553,AGE-RAGE signaling pathway in diabetic complications,IL1B,https://www.genome.jp/kegg/
path:map04933,KEGG,1281,AGE-RAGE signaling pathway in diabetic complications,COL3A1,https://www.genome.jp/kegg/
path:map04933,KEGG,3569,AGE-RAGE signaling pathway in diabetic complications,IL6,https://www.genome.jp/kegg/
path:map04933,KEGG,5291,AGE-RAGE signaling pathway in diabetic complications,PIK3CB,https://www.genome.jp/kegg/
path:map04933,KEGG,5290,AGE-RAGE signaling pathway in diabetic complications,PIK3CA,https://www.genome.jp/kegg/
path:map04933,KEGG,1019,AGE-RAGE signaling pathway in diabetic complications,CDK4,https://www.genome.jp/kegg/
path:map04933,KEGG,596,AGE-RAGE signaling pathway in diabetic complications,BCL2,https://www.genome.jp/kegg/
path:map04933,KEGG,3576,AGE-RAGE signaling pathway in diabetic complications,CXCL8,https://www.genome.jp/kegg/
path:map04933,KEGG,8503,AGE-RAGE signaling pathway in diabetic complications,PIK3R3,https://www.genome.jp/kegg/
path:map04933,KEGG,5296,AGE-RAGE signaling pathway in diabetic complications,PIK3R2,https://www.genome.jp/kegg/
path:map04933,KEGG,836,AGE-RAGE signaling pathway in diabetic complications,CASP3,https://www.genome.jp/kegg/
path:map04933,KEGG,6772,AGE-RAGE signaling pathway in diabetic complications,STAT1,https://www.genome.jp/kegg/
path:map04933,KEGG,4846,AGE-RAGE signaling pathway in diabetic complications,NOS3,https://www.genome.jp/kegg/
path:map04933,KEGG,6774,AGE-RAGE signaling pathway in diabetic complications,STAT3,https://www.genome.jp/kegg/
path:map04933,KEGG,2152,AGE-RAGE signaling pathway in diabetic complications,F3,https://www.genome.jp/kegg/
path:map04933,KEGG,998,AGE-RAGE signaling pathway in diabetic complications,CDC42,https://www.genome.jp/kegg/
path:map04933,KEGG,5332,AGE-RAGE signaling pathway in diabetic complications,PLCB4,https://www.genome.jp/kegg/
path:map04933,KEGG,1282,AGE-RAGE signaling pathway in diabetic complications,COL4A1,https://www.genome.jp/kegg/
path:map04933,KEGG,1285,AGE-RAGE signaling pathway in diabetic complications,COL4A3,https://www.genome.jp/kegg/
path:map04933,KEGG,1284,AGE-RAGE signaling pathway in diabetic complications,COL4A2,https://www.genome.jp/kegg/
path:map04933,KEGG,1287,AGE-RAGE signaling pathway in diabetic complications,COL4A5,https://www.genome.jp/kegg/
path:map04933,KEGG,1286,AGE-RAGE signaling pathway in diabetic complications,COL4A4,https://www.genome.jp/kegg/
path:map04933,KEGG,1288,AGE-RAGE signaling pathway in diabetic complications,COL4A6,https://www.genome.jp/kegg/
path:map04933,KEGG,3845,AGE-RAGE signaling pathway in diabetic complications,KRAS,https://www.genome.jp/kegg/
path:map04933,KEGG,5330,AGE-RAGE signaling pathway in diabetic complications,PLCB2,https://www.genome.jp/kegg/
path:map04933,KEGG,5331,AGE-RAGE signaling pathway in diabetic complications,PLCB3,https://www.genome.jp/kegg/
path:map04933,KEGG,23236,AGE-RAGE signaling pathway in diabetic complications,PLCB1,https://www.genome.jp/kegg/
path:map04933,KEGG,1027,AGE-RAGE signaling pathway in diabetic complications,CDKN1B,https://www.genome.jp/kegg/
path:map04933,KEGG,5293,AGE-RAGE signaling pathway in diabetic complications,PIK3CD,https://www.genome.jp/kegg/
path:map04933,KEGG,7056,AGE-RAGE signaling pathway in diabetic complications,THBD,https://www.genome.jp/kegg/
path:map04933,KEGG,5601,AGE-RAGE signaling pathway in diabetic complications,MAPK9,https://www.genome.jp/kegg/
path:map04933,KEGG,5599,AGE-RAGE signaling pathway in diabetic complications,MAPK8,https://www.genome.jp/kegg/
path:map04933,KEGG,5595,AGE-RAGE signaling pathway in diabetic complications,MAPK3,https://www.genome.jp/kegg/
path:map04933,KEGG,5879,AGE-RAGE signaling pathway in diabetic complications,RAC1,https://www.genome.jp/kegg/
path:map04933,KEGG,6347,AGE-RAGE signaling pathway in diabetic complications,CCL2,https://www.genome.jp/kegg/
path:map04933,KEGG,5594,AGE-RAGE signaling pathway in diabetic complications,MAPK1,https://www.genome.jp/kegg/
path:map04933,KEGG,3265,AGE-RAGE signaling pathway in diabetic complications,HRAS,https://www.genome.jp/kegg/
path:map04933,KEGG,3717,AGE-RAGE signaling pathway in diabetic complications,JAK2,https://www.genome.jp/kegg/
path:map04152,KEGG,5862,AMPK signaling pathway,RAB2A,https://www.genome.jp/kegg/
path:map04152,KEGG,5518,AMPK signaling pathway,PPP2R1A,https://www.genome.jp/kegg/
path:map04152,KEGG,7249,AMPK signaling pathway,TSC2,https://www.genome.jp/kegg/
path:map04152,KEGG,7248,AMPK signaling pathway,TSC1,https://www.genome.jp/kegg/
path:map04152,KEGG,5564,AMPK signaling pathway,PRKAB1,https://www.genome.jp/kegg/
path:map04152,KEGG,5565,AMPK signaling pathway,PRKAB2,https://www.genome.jp/kegg/
path:map04152,KEGG,6319,AMPK signaling pathway,SCD,https://www.genome.jp/kegg/
path:map04152,KEGG,3952,AMPK signaling pathway,LEP,https://www.genome.jp/kegg/
path:map04152,KEGG,8408,AMPK signaling pathway,ULK1,https://www.genome.jp/kegg/
path:map04152,KEGG,5563,AMPK signaling pathway,PRKAA2,https://www.genome.jp/kegg/
path:map04152,KEGG,200186,AMPK signaling pathway,CRTC2,https://www.genome.jp/kegg/
path:map04152,KEGG,2309,AMPK signaling pathway,FOXO3,https://www.genome.jp/kegg/
path:map04152,KEGG,5562,AMPK signaling pathway,PRKAA1,https://www.genome.jp/kegg/
path:map04152,KEGG,2308,AMPK signaling pathway,FOXO1,https://www.genome.jp/kegg/
path:map04152,KEGG,90993,AMPK signaling pathway,CREB3L1,https://www.genome.jp/kegg/
path:map04152,KEGG,148327,AMPK signaling pathway,CREB3L4,https://www.genome.jp/kegg/
path:map04152,KEGG,595,AMPK signaling pathway,CCND1,https://www.genome.jp/kegg/
path:map04152,KEGG,64764,AMPK signaling pathway,CREB3L2,https://www.genome.jp/kegg/
path:map04152,KEGG,10000,AMPK signaling pathway,AKT3,https://www.genome.jp/kegg/
path:map04152,KEGG,84699,AMPK signaling pathway,CREB3L3,https://www.genome.jp/kegg/
path:map04152,KEGG,207,AMPK signaling pathway,AKT1,https://www.genome.jp/kegg/
path:map04152,KEGG,208,AMPK signaling pathway,AKT2,https://www.genome.jp/kegg/
path:map04152,KEGG,6885,AMPK signaling pathway,MAP3K7,https://www.genome.jp/kegg/
path:map04152,KEGG,10891,AMPK signaling pathway,PPARGC1A,https://www.genome.jp/kegg/
path:map04152,KEGG,6720,AMPK signaling pathway,SREBF1,https://www.genome.jp/kegg/
path:map04152,KEGG,3643,AMPK signaling pathway,INSR,https://www.genome.jp/kegg/
path:map04152,KEGG,3479,AMPK signaling pathway,IGF1,https://www.genome.jp/kegg/
path:map04152,KEGG,1938,AMPK signaling pathway,EEF2,https://www.genome.jp/kegg/
path:map04152,KEGG,10488,AMPK signaling pathway,CREB3,https://www.genome.jp/kegg/
path:map04152,KEGG,890,AMPK signaling pathway,CCNA2,https://www.genome.jp/kegg/
path:map04152,KEGG,1385,AMPK signaling pathway,CREB1,https://www.genome.jp/kegg/
path:map04152,KEGG,8900,AMPK signaling pathway,CCNA1,https://www.genome.jp/kegg/
path:map04152,KEGG,6009,AMPK signaling pathway,RHEB,https://www.genome.jp/kegg/
path:map04152,KEGG,5295,AMPK signaling pathway,PIK3R1,https://www.genome.jp/kegg/
path:map04152,KEGG,2194,AMPK signaling pathway,FASN,https://www.genome.jp/kegg/
path:map04152,KEGG,9586,AMPK signaling pathway,CREB5,https://www.genome.jp/kegg/
path:map04152,KEGG,5207,AMPK signaling pathway,PFKFB1,https://www.genome.jp/kegg/
path:map04152,KEGG,1080,AMPK signaling pathway,CFTR,https://www.genome.jp/kegg/
path:map04152,KEGG,5209,AMPK signaling pathway,PFKFB3,https://www.genome.jp/kegg/
path:map04152,KEGG,5208,AMPK signaling pathway,PFKFB2,https://www.genome.jp/kegg/
path:map04152,KEGG,5210,AMPK signaling pathway,PFKFB4,https://www.genome.jp/kegg/
path:map04152,KEGG,3667,AMPK signaling pathway,IRS1,https://www.genome.jp/kegg/
path:map04152,KEGG,8660,AMPK signaling pathway,IRS2,https://www.genome.jp/kegg/
path:map04152,KEGG,1978,AMPK signaling pathway,EIF4EBP1,https://www.genome.jp/kegg/
path:map04152,KEGG,6517,AMPK signaling pathway,SLC2A4,https://www.genome.jp/kegg/
path:map04152,KEGG,8471,AMPK signaling pathway,IRS4,https://www.genome.jp/kegg/
path:map04152,KEGG,3480,AMPK signaling pathway,IGF1R,https://www.genome.jp/kegg/
path:map04152,KEGG,6794,AMPK signaling pathway,STK11,https://www.genome.jp/kegg/
path:map04152,KEGG,29904,AMPK signaling pathway,EEF2K,https://www.genome.jp/kegg/
path:map04152,KEGG,3991,AMPK signaling pathway,LIPE,https://www.genome.jp/kegg/
path:map04152,KEGG,3953,AMPK signaling pathway,LEPR,https://www.genome.jp/kegg/
path:map04152,KEGG,92335,AMPK signaling pathway,STRADA,https://www.genome.jp/kegg/
path:map04152,KEGG,55437,AMPK signaling pathway,STRADB,https://www.genome.jp/kegg/
path:map04152,KEGG,5527,AMPK signaling pathway,PPP2R5C,https://www.genome.jp/kegg/
path:map04152,KEGG,5526,AMPK signaling pathway,PPP2R5B,https://www.genome.jp/kegg/
path:map04152,KEGG,5529,AMPK signaling pathway,PPP2R5E,https://www.genome.jp/kegg/
path:map04152,KEGG,5528,AMPK signaling pathway,PPP2R5D,https://www.genome.jp/kegg/
path:map04152,KEGG,23411,AMPK signaling pathway,SIRT1,https://www.genome.jp/kegg/
path:map04152,KEGG,2538,AMPK signaling pathway,G6PC1,https://www.genome.jp/kegg/
path:map04152,KEGG,57818,AMPK signaling pathway,G6PC2,https://www.genome.jp/kegg/
path:map04152,KEGG,5525,AMPK signaling pathway,PPP2R5A,https://www.genome.jp/kegg/
path:map04152,KEGG,92579,AMPK signaling pathway,G6PC3,https://www.genome.jp/kegg/
path:map04152,KEGG,5291,AMPK signaling pathway,PIK3CB,https://www.genome.jp/kegg/
path:map04152,KEGG,5290,AMPK signaling pathway,PIK3CA,https://www.genome.jp/kegg/
path:map04152,KEGG,84335,AMPK signaling pathway,AKT1S1,https://www.genome.jp/kegg/
path:map04152,KEGG,2203,AMPK signaling pathway,FBP1,https://www.genome.jp/kegg/
path:map04152,KEGG,8789,AMPK signaling pathway,FBP2,https://www.genome.jp/kegg/
path:map04152,KEGG,81617,AMPK signaling pathway,CAB39L,https://www.genome.jp/kegg/
path:map04152,KEGG,8503,AMPK signaling pathway,PIK3R3,https://www.genome.jp/kegg/
path:map04152,KEGG,51094,AMPK signaling pathway,ADIPOR1,https://www.genome.jp/kegg/
path:map04152,KEGG,5296,AMPK signaling pathway,PIK3R2,https://www.genome.jp/kegg/
path:map04152,KEGG,79602,AMPK signaling pathway,ADIPOR2,https://www.genome.jp/kegg/
path:map04152,KEGG,1994,AMPK signaling pathway,ELAVL1,https://www.genome.jp/kegg/
path:map04152,KEGG,32,AMPK signaling pathway,ACACB,https://www.genome.jp/kegg/
path:map04152,KEGG,148,AMPK signaling pathway,ADRA1A,https://www.genome.jp/kegg/
path:map04152,KEGG,31,AMPK signaling pathway,ACACA,https://www.genome.jp/kegg/
path:map04152,KEGG,3172,AMPK signaling pathway,HNF4A,https://www.genome.jp/kegg/
path:map04152,KEGG,948,AMPK signaling pathway,CD36,https://www.genome.jp/kegg/
path:map04152,KEGG,5106,AMPK signaling pathway,PCK2,https://www.genome.jp/kegg/
path:map04152,KEGG,5105,AMPK signaling pathway,PCK1,https://www.genome.jp/kegg/
path:map04152,KEGG,9370,AMPK signaling pathway,ADIPOQ,https://www.genome.jp/kegg/
path:map04152,KEGG,1375,AMPK signaling pathway,CPT1B,https://www.genome.jp/kegg/
path:map04152,KEGG,1374,AMPK signaling pathway,CPT1A,https://www.genome.jp/kegg/
path:map04152,KEGG,5170,AMPK signaling pathway,PDPK1,https://www.genome.jp/kegg/
path:map04152,KEGG,79966,AMPK signaling pathway,SCD5,https://www.genome.jp/kegg/
path:map04152,KEGG,5523,AMPK signaling pathway,PPP2R3A,https://www.genome.jp/kegg/
path:map04152,KEGG,55012,AMPK signaling pathway,PPP2R3C,https://www.genome.jp/kegg/
path:map04152,KEGG,28227,AMPK signaling pathway,PPP2R3B,https://www.genome.jp/kegg/
path:map04152,KEGG,2475,AMPK signaling pathway,MTOR,https://www.genome.jp/kegg/
path:map04152,KEGG,126129,AMPK signaling pathway,CPT1C,https://www.genome.jp/kegg/
path:map04152,KEGG,9230,AMPK signaling pathway,RAB11B,https://www.genome.jp/kegg/
path:map04152,KEGG,5515,AMPK signaling pathway,PPP2CA,https://www.genome.jp/kegg/
path:map04152,KEGG,23216,AMPK signaling pathway,TBC1D1,https://www.genome.jp/kegg/
path:map04152,KEGG,5213,AMPK signaling pathway,PFKM,https://www.genome.jp/kegg/
path:map04152,KEGG,5211,AMPK signaling pathway,PFKL,https://www.genome.jp/kegg/
path:map04152,KEGG,10890,AMPK signaling pathway,RAB10,https://www.genome.jp/kegg/
path:map04152,KEGG,55844,AMPK signaling pathway,PPP2R2D,https://www.genome.jp/kegg/
path:map04152,KEGG,6199,AMPK signaling pathway,RPS6KB2,https://www.genome.jp/kegg/
path:map04152,KEGG,6198,AMPK signaling pathway,RPS6KB1,https://www.genome.jp/kegg/
path:map04152,KEGG,5522,AMPK signaling pathway,PPP2R2C,https://www.genome.jp/kegg/
path:map04152,KEGG,51552,AMPK signaling pathway,RAB14,https://www.genome.jp/kegg/
path:map04152,KEGG,5468,AMPK signaling pathway,PPARG,https://www.genome.jp/kegg/
path:map04152,KEGG,5214,AMPK signaling pathway,PFKP,https://www.genome.jp/kegg/
path:map04152,KEGG,51719,AMPK signaling pathway,CAB39,https://www.genome.jp/kegg/
path:map04152,KEGG,51422,AMPK signaling pathway,PRKAG2,https://www.genome.jp/kegg/
path:map04152,KEGG,53632,AMPK signaling pathway,PRKAG3,https://www.genome.jp/kegg/
path:map04152,KEGG,5293,AMPK signaling pathway,PIK3CD,https://www.genome.jp/kegg/
path:map04152,KEGG,3156,AMPK signaling pathway,HMGCR,https://www.genome.jp/kegg/
path:map04152,KEGG,5521,AMPK signaling pathway,PPP2R2B,https://www.genome.jp/kegg/
path:map04152,KEGG,5520,AMPK signaling pathway,PPP2R2A,https://www.genome.jp/kegg/
path:map04152,KEGG,5571,AMPK signaling pathway,PRKAG1,https://www.genome.jp/kegg/
path:map04152,KEGG,3630,AMPK signaling pathway,INS,https://www.genome.jp/kegg/
path:map04152,KEGG,10645,AMPK signaling pathway,CAMKK2,https://www.genome.jp/kegg/
path:map04152,KEGG,2997,AMPK signaling pathway,GYS1,https://www.genome.jp/kegg/
path:map04152,KEGG,5516,AMPK signaling pathway,PPP2CB,https://www.genome.jp/kegg/
path:map04152,KEGG,2998,AMPK signaling pathway,GYS2,https://www.genome.jp/kegg/
path:map04152,KEGG,57521,AMPK signaling pathway,RPTOR,https://www.genome.jp/kegg/
path:map04152,KEGG,5519,AMPK signaling pathway,PPP2R1B,https://www.genome.jp/kegg/
path:map04152,KEGG,4218,AMPK signaling pathway,RAB8A,https://www.genome.jp/kegg/
path:map04152,KEGG,23417,AMPK signaling pathway,MLYCD,https://www.genome.jp/kegg/
path:map05221,KEGG,1848,Acute myeloid leukemia,DUSP6,https://www.genome.jp/kegg/
path:map05221,KEGG,3728,Acute myeloid leukemia,JUP,https://www.genome.jp/kegg/
path:map05221,KEGG,572,Acute myeloid leukemia,BAD,https://www.genome.jp/kegg/
path:map05221,KEGG,7704,Acute myeloid leukemia,ZBTB16,https://www.genome.jp/kegg/
path:map05221,KEGG,861,Acute myeloid leukemia,RUNX1,https://www.genome.jp/kegg/
path:map05221,KEGG,673,Acute myeloid leukemia,BRAF,https://www.genome.jp/kegg/
path:map05221,KEGG,3562,Acute myeloid leukemia,IL3,https://www.genome.jp/kegg/
path:map05221,KEGG,5371,Acute myeloid leukemia,PML,https://www.genome.jp/kegg/
path:map05221,KEGG,5291,Acute myeloid leukemia,PIK3CB,https://www.genome.jp/kegg/
path:map05221,KEGG,5290,Acute myeloid leukemia,PIK3CA,https://www.genome.jp/kegg/
path:map05221,KEGG,5914,Acute myeloid leukemia,RARA,https://www.genome.jp/kegg/
path:map05221,KEGG,6655,Acute myeloid leukemia,SOS2,https://www.genome.jp/kegg/
path:map05221,KEGG,5894,Acute myeloid leukemia,RAF1,https://www.genome.jp/kegg/
path:map05221,KEGG,6654,Acute myeloid leukemia,SOS1,https://www.genome.jp/kegg/
path:map05221,KEGG,51176,Acute myeloid leukemia,LEF1,https://www.genome.jp/kegg/
path:map05221,KEGG,5970,Acute myeloid leukemia,RELA,https://www.genome.jp/kegg/
path:map05221,KEGG,1437,Acute myeloid leukemia,CSF2,https://www.genome.jp/kegg/
path:map05221,KEGG,597,Acute myeloid leukemia,BCL2A1,https://www.genome.jp/kegg/
path:map05221,KEGG,8503,Acute myeloid leukemia,PIK3R3,https://www.genome.jp/kegg/
